jour,metrique,valeur
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,0
10,interventions secrétaire,0
10,interventions fonctionnaire,0
10,interventions ministre,0
10,interventions gouvernement,0
10,interventions opposition,0
10,interventions présidence,0
10,interventions PLQ,0
10,interventions QS,0
10,interventions PQ,0
10,nombre de suspensions,1
10,votes par consentement,0
10,votes par mise aux voix,2
10,amendements adoptés,1
10,amendements rejetés,0
10,nombre d'intervenants,29
10,interventions secrétaire,10
10,interventions fonctionnaire,0
10,interventions ministre,3
10,interventions gouvernement,2
10,interventions opposition,7
10,interventions présidence,7
10,interventions PLQ,3
10,interventions QS,4
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,0
10,interventions secrétaire,0
10,interventions fonctionnaire,0
10,interventions ministre,0
10,interventions gouvernement,0
10,interventions opposition,0
10,interventions présidence,0
10,interventions PLQ,0
10,interventions QS,0
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,1
10,votes par mise aux voix,1
10,amendements adoptés,0
10,amendements rejetés,1
10,nombre d'intervenants,30
10,interventions secrétaire,5
10,interventions fonctionnaire,0
10,interventions ministre,5
10,interventions gouvernement,1
10,interventions opposition,8
10,interventions présidence,11
10,interventions PLQ,6
10,interventions QS,2
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,2
10,votes par mise aux voix,1
10,amendements adoptés,0
10,amendements rejetés,1
10,nombre d'intervenants,56
10,interventions secrétaire,5
10,interventions fonctionnaire,0
10,interventions ministre,20
10,interventions gouvernement,1
10,interventions opposition,17
10,interventions présidence,13
10,interventions PLQ,6
10,interventions QS,11
10,interventions PQ,0
10,nombre de suspensions,1
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,18
10,interventions secrétaire,0
10,interventions fonctionnaire,2
10,interventions ministre,8
10,interventions gouvernement,0
10,interventions opposition,5
10,interventions présidence,3
10,interventions PLQ,5
10,interventions QS,0
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,0
10,interventions secrétaire,0
10,interventions fonctionnaire,0
10,interventions ministre,0
10,interventions gouvernement,0
10,interventions opposition,0
10,interventions présidence,0
10,interventions PLQ,0
10,interventions QS,0
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,3
10,amendements adoptés,2
10,amendements rejetés,0
10,nombre d'intervenants,43
10,interventions secrétaire,15
10,interventions fonctionnaire,0
10,interventions ministre,7
10,interventions gouvernement,3
10,interventions opposition,9
10,interventions présidence,9
10,interventions PLQ,4
10,interventions QS,5
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,1
10,interventions secrétaire,0
10,interventions fonctionnaire,0
10,interventions ministre,1
10,interventions gouvernement,0
10,interventions opposition,0
10,interventions présidence,0
10,interventions PLQ,0
10,interventions QS,0
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,4
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,65
10,interventions secrétaire,23
10,interventions fonctionnaire,0
10,interventions ministre,11
10,interventions gouvernement,5
10,interventions opposition,13
10,interventions présidence,13
10,interventions PLQ,7
10,interventions QS,6
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,17
10,interventions secrétaire,0
10,interventions fonctionnaire,0
10,interventions ministre,3
10,interventions gouvernement,0
10,interventions opposition,10
10,interventions présidence,4
10,interventions PLQ,10
10,interventions QS,0
10,interventions PQ,0
10,nombre de suspensions,1
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,5
10,interventions secrétaire,0
10,interventions fonctionnaire,0
10,interventions ministre,2
10,interventions gouvernement,0
10,interventions opposition,1
10,interventions présidence,2
10,interventions PLQ,1
10,interventions QS,0
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,0
10,interventions secrétaire,0
10,interventions fonctionnaire,0
10,interventions ministre,0
10,interventions gouvernement,0
10,interventions opposition,0
10,interventions présidence,0
10,interventions PLQ,0
10,interventions QS,0
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,2
10,amendements adoptés,2
10,amendements rejetés,0
10,nombre d'intervenants,43
10,interventions secrétaire,10
10,interventions fonctionnaire,1
10,interventions ministre,11
10,interventions gouvernement,2
10,interventions opposition,13
10,interventions présidence,6
10,interventions PLQ,6
10,interventions QS,7
10,interventions PQ,0
10,nombre de suspensions,1
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,35
10,interventions secrétaire,0
10,interventions fonctionnaire,2
10,interventions ministre,16
10,interventions gouvernement,0
10,interventions opposition,16
10,interventions présidence,1
10,interventions PLQ,0
10,interventions QS,16
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,0
10,interventions secrétaire,0
10,interventions fonctionnaire,0
10,interventions ministre,0
10,interventions gouvernement,0
10,interventions opposition,0
10,interventions présidence,0
10,interventions PLQ,0
10,interventions QS,0
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,0
10,interventions secrétaire,0
10,interventions fonctionnaire,0
10,interventions ministre,0
10,interventions gouvernement,0
10,interventions opposition,0
10,interventions présidence,0
10,interventions PLQ,0
10,interventions QS,0
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,6
10,interventions secrétaire,0
10,interventions fonctionnaire,1
10,interventions ministre,1
10,interventions gouvernement,0
10,interventions opposition,1
10,interventions présidence,3
10,interventions PLQ,0
10,interventions QS,1
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,12
10,interventions secrétaire,0
10,interventions fonctionnaire,3
10,interventions ministre,3
10,interventions gouvernement,0
10,interventions opposition,6
10,interventions présidence,0
10,interventions PLQ,0
10,interventions QS,6
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,8
10,interventions secrétaire,0
10,interventions fonctionnaire,0
10,interventions ministre,3
10,interventions gouvernement,0
10,interventions opposition,2
10,interventions présidence,3
10,interventions PLQ,0
10,interventions QS,2
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,1
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,21
10,interventions secrétaire,4
10,interventions fonctionnaire,0
10,interventions ministre,5
10,interventions gouvernement,1
10,interventions opposition,6
10,interventions présidence,5
10,interventions PLQ,1
10,interventions QS,5
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,3
10,amendements adoptés,0
10,amendements rejetés,1
10,nombre d'intervenants,74
10,interventions secrétaire,16
10,interventions fonctionnaire,8
10,interventions ministre,15
10,interventions gouvernement,3
10,interventions opposition,19
10,interventions présidence,13
10,interventions PLQ,16
10,interventions QS,3
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,1
10,interventions secrétaire,0
10,interventions fonctionnaire,0
10,interventions ministre,0
10,interventions gouvernement,0
10,interventions opposition,1
10,interventions présidence,0
10,interventions PLQ,1
10,interventions QS,0
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,17
10,interventions secrétaire,0
10,interventions fonctionnaire,6
10,interventions ministre,3
10,interventions gouvernement,0
10,interventions opposition,8
10,interventions présidence,0
10,interventions PLQ,8
10,interventions QS,0
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,15
10,interventions secrétaire,0
10,interventions fonctionnaire,6
10,interventions ministre,1
10,interventions gouvernement,0
10,interventions opposition,8
10,interventions présidence,0
10,interventions PLQ,8
10,interventions QS,0
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,1
10,votes par mise aux voix,1
10,amendements adoptés,1
10,amendements rejetés,0
10,nombre d'intervenants,56
10,interventions secrétaire,5
10,interventions fonctionnaire,12
10,interventions ministre,8
10,interventions gouvernement,1
10,interventions opposition,22
10,interventions présidence,8
10,interventions PLQ,21
10,interventions QS,1
10,interventions PQ,0
10,nombre de suspensions,1
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,15
10,interventions secrétaire,0
10,interventions fonctionnaire,0
10,interventions ministre,7
10,interventions gouvernement,0
10,interventions opposition,7
10,interventions présidence,1
10,interventions PLQ,7
10,interventions QS,0
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,0
10,interventions secrétaire,0
10,interventions fonctionnaire,0
10,interventions ministre,0
10,interventions gouvernement,0
10,interventions opposition,0
10,interventions présidence,0
10,interventions PLQ,0
10,interventions QS,0
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,0
10,interventions secrétaire,0
10,interventions fonctionnaire,0
10,interventions ministre,0
10,interventions gouvernement,0
10,interventions opposition,0
10,interventions présidence,0
10,interventions PLQ,0
10,interventions QS,0
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,4
10,amendements adoptés,1
10,amendements rejetés,0
10,nombre d'intervenants,58
10,interventions secrétaire,20
10,interventions fonctionnaire,3
10,interventions ministre,7
10,interventions gouvernement,4
10,interventions opposition,15
10,interventions présidence,9
10,interventions PLQ,11
10,interventions QS,4
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,3
10,amendements adoptés,1
10,amendements rejetés,0
10,nombre d'intervenants,72
10,interventions secrétaire,15
10,interventions fonctionnaire,14
10,interventions ministre,6
10,interventions gouvernement,3
10,interventions opposition,23
10,interventions présidence,11
10,interventions PLQ,20
10,interventions QS,3
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,0
10,interventions secrétaire,0
10,interventions fonctionnaire,0
10,interventions ministre,0
10,interventions gouvernement,0
10,interventions opposition,0
10,interventions présidence,0
10,interventions PLQ,0
10,interventions QS,0
10,interventions PQ,0
10,nombre de suspensions,0
10,votes par consentement,0
10,votes par mise aux voix,0
10,amendements adoptés,0
10,amendements rejetés,0
10,nombre d'intervenants,2
10,interventions secrétaire,0
10,interventions fonctionnaire,0
10,interventions ministre,1
10,interventions gouvernement,0
10,interventions opposition,0
10,interventions présidence,1
10,interventions PLQ,0
10,interventions QS,0
10,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,9
11,interventions secrétaire,1
11,interventions fonctionnaire,0
11,interventions ministre,3
11,interventions gouvernement,0
11,interventions opposition,1
11,interventions présidence,4
11,interventions PLQ,1
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,1
11,votes par consentement,1
11,votes par mise aux voix,1
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,34
11,interventions secrétaire,5
11,interventions fonctionnaire,4
11,interventions ministre,7
11,interventions gouvernement,1
11,interventions opposition,7
11,interventions présidence,10
11,interventions PLQ,6
11,interventions QS,1
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,0
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,0
11,interventions gouvernement,0
11,interventions opposition,0
11,interventions présidence,0
11,interventions PLQ,0
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,1
11,amendements adoptés,1
11,amendements rejetés,0
11,nombre d'intervenants,27
11,interventions secrétaire,5
11,interventions fonctionnaire,0
11,interventions ministre,7
11,interventions gouvernement,1
11,interventions opposition,9
11,interventions présidence,5
11,interventions PLQ,8
11,interventions QS,1
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,56
11,interventions secrétaire,0
11,interventions fonctionnaire,9
11,interventions ministre,19
11,interventions gouvernement,0
11,interventions opposition,26
11,interventions présidence,2
11,interventions PLQ,26
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,1
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,13
11,interventions secrétaire,0
11,interventions fonctionnaire,2
11,interventions ministre,3
11,interventions gouvernement,0
11,interventions opposition,7
11,interventions présidence,1
11,interventions PLQ,7
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,0
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,0
11,interventions gouvernement,0
11,interventions opposition,0
11,interventions présidence,0
11,interventions PLQ,0
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,5
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,2
11,interventions gouvernement,0
11,interventions opposition,1
11,interventions présidence,2
11,interventions PLQ,1
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,3
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,55
11,interventions secrétaire,15
11,interventions fonctionnaire,1
11,interventions ministre,10
11,interventions gouvernement,3
11,interventions opposition,16
11,interventions présidence,10
11,interventions PLQ,13
11,interventions QS,3
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,21
11,interventions secrétaire,0
11,interventions fonctionnaire,2
11,interventions ministre,9
11,interventions gouvernement,0
11,interventions opposition,9
11,interventions présidence,1
11,interventions PLQ,9
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,12
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,6
11,interventions gouvernement,0
11,interventions opposition,6
11,interventions présidence,0
11,interventions PLQ,6
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,2
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,55
11,interventions secrétaire,10
11,interventions fonctionnaire,5
11,interventions ministre,12
11,interventions gouvernement,2
11,interventions opposition,17
11,interventions présidence,9
11,interventions PLQ,11
11,interventions QS,6
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,3
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,61
11,interventions secrétaire,12
11,interventions fonctionnaire,7
11,interventions ministre,12
11,interventions gouvernement,3
11,interventions opposition,18
11,interventions présidence,9
11,interventions PLQ,18
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,1
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,0
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,0
11,interventions gouvernement,0
11,interventions opposition,0
11,interventions présidence,0
11,interventions PLQ,0
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,4
11,amendements adoptés,1
11,amendements rejetés,0
11,nombre d'intervenants,77
11,interventions secrétaire,24
11,interventions fonctionnaire,5
11,interventions ministre,12
11,interventions gouvernement,4
11,interventions opposition,22
11,interventions présidence,10
11,interventions PLQ,14
11,interventions QS,4
11,interventions PQ,4
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,3
11,amendements adoptés,1
11,amendements rejetés,0
11,nombre d'intervenants,105
11,interventions secrétaire,14
11,interventions fonctionnaire,20
11,interventions ministre,16
11,interventions gouvernement,3
11,interventions opposition,38
11,interventions présidence,14
11,interventions PLQ,31
11,interventions QS,7
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,17
11,interventions secrétaire,0
11,interventions fonctionnaire,2
11,interventions ministre,7
11,interventions gouvernement,0
11,interventions opposition,7
11,interventions présidence,1
11,interventions PLQ,7
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,22
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,10
11,interventions gouvernement,0
11,interventions opposition,8
11,interventions présidence,4
11,interventions PLQ,8
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,2
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,32
11,interventions secrétaire,10
11,interventions fonctionnaire,0
11,interventions ministre,6
11,interventions gouvernement,2
11,interventions opposition,8
11,interventions présidence,6
11,interventions PLQ,6
11,interventions QS,2
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,2
11,amendements adoptés,2
11,amendements rejetés,0
11,nombre d'intervenants,45
11,interventions secrétaire,10
11,interventions fonctionnaire,0
11,interventions ministre,14
11,interventions gouvernement,2
11,interventions opposition,11
11,interventions présidence,8
11,interventions PLQ,7
11,interventions QS,4
11,interventions PQ,0
11,nombre de suspensions,1
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,46
11,interventions secrétaire,0
11,interventions fonctionnaire,3
11,interventions ministre,17
11,interventions gouvernement,0
11,interventions opposition,22
11,interventions présidence,4
11,interventions PLQ,3
11,interventions QS,19
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,0
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,0
11,interventions gouvernement,0
11,interventions opposition,0
11,interventions présidence,0
11,interventions PLQ,0
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,8
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,2
11,interventions gouvernement,0
11,interventions opposition,3
11,interventions présidence,3
11,interventions PLQ,3
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,5
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,2
11,interventions gouvernement,0
11,interventions opposition,1
11,interventions présidence,2
11,interventions PLQ,1
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,1
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,8
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,3
11,interventions gouvernement,0
11,interventions opposition,3
11,interventions présidence,2
11,interventions PLQ,3
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,0
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,0
11,interventions gouvernement,0
11,interventions opposition,0
11,interventions présidence,0
11,interventions PLQ,0
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,2
11,amendements adoptés,2
11,amendements rejetés,0
11,nombre d'intervenants,52
11,interventions secrétaire,10
11,interventions fonctionnaire,1
11,interventions ministre,11
11,interventions gouvernement,2
11,interventions opposition,18
11,interventions présidence,10
11,interventions PLQ,15
11,interventions QS,3
11,interventions PQ,0
11,nombre de suspensions,1
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,5
11,interventions secrétaire,0
11,interventions fonctionnaire,1
11,interventions ministre,1
11,interventions gouvernement,0
11,interventions opposition,2
11,interventions présidence,1
11,interventions PLQ,0
11,interventions QS,2
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,0
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,0
11,interventions gouvernement,0
11,interventions opposition,0
11,interventions présidence,0
11,interventions PLQ,0
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,1
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,40
11,interventions secrétaire,5
11,interventions fonctionnaire,3
11,interventions ministre,8
11,interventions gouvernement,1
11,interventions opposition,13
11,interventions présidence,10
11,interventions PLQ,10
11,interventions QS,3
11,interventions PQ,0
11,nombre de suspensions,1
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,30
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,9
11,interventions gouvernement,0
11,interventions opposition,14
11,interventions présidence,7
11,interventions PLQ,10
11,interventions QS,4
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,0
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,0
11,interventions gouvernement,0
11,interventions opposition,0
11,interventions présidence,0
11,interventions PLQ,0
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,4
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,0
11,interventions gouvernement,0
11,interventions opposition,2
11,interventions présidence,2
11,interventions PLQ,0
11,interventions QS,2
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,2
11,amendements adoptés,1
11,amendements rejetés,0
11,nombre d'intervenants,74
11,interventions secrétaire,10
11,interventions fonctionnaire,14
11,interventions ministre,12
11,interventions gouvernement,2
11,interventions opposition,29
11,interventions présidence,7
11,interventions PLQ,27
11,interventions QS,2
11,interventions PQ,0
11,nombre de suspensions,1
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,16
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,3
11,interventions gouvernement,0
11,interventions opposition,8
11,interventions présidence,5
11,interventions PLQ,8
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,0
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,0
11,interventions gouvernement,0
11,interventions opposition,0
11,interventions présidence,0
11,interventions PLQ,0
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,8
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,2
11,interventions gouvernement,0
11,interventions opposition,2
11,interventions présidence,4
11,interventions PLQ,2
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,1
11,votes par consentement,0
11,votes par mise aux voix,12
11,amendements adoptés,1
11,amendements rejetés,1
11,nombre d'intervenants,174
11,interventions secrétaire,62
11,interventions fonctionnaire,0
11,interventions ministre,34
11,interventions gouvernement,12
11,interventions opposition,41
11,interventions présidence,25
11,interventions PLQ,20
11,interventions QS,21
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,0
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,0
11,interventions gouvernement,0
11,interventions opposition,0
11,interventions présidence,0
11,interventions PLQ,0
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,22
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,10
11,interventions gouvernement,0
11,interventions opposition,10
11,interventions présidence,2
11,interventions PLQ,10
11,interventions QS,0
11,interventions PQ,0
11,nombre de suspensions,0
11,votes par consentement,0
11,votes par mise aux voix,0
11,amendements adoptés,0
11,amendements rejetés,0
11,nombre d'intervenants,35
11,interventions secrétaire,0
11,interventions fonctionnaire,0
11,interventions ministre,11
11,interventions gouvernement,0
11,interventions opposition,13
11,interventions présidence,11
11,interventions PLQ,10
11,interventions QS,3
11,interventions PQ,0
12,nombre de suspensions,0
12,votes par consentement,0
12,votes par mise aux voix,0
12,amendements adoptés,0
12,amendements rejetés,0
12,nombre d'intervenants,0
12,interventions secrétaire,0
12,interventions fonctionnaire,0
12,interventions ministre,0
12,interventions gouvernement,0
12,interventions opposition,0
12,interventions présidence,0
12,interventions PLQ,0
12,interventions QS,0
12,interventions PQ,0
12,nombre de suspensions,0
12,votes par consentement,2
12,votes par mise aux voix,0
12,amendements adoptés,0
12,amendements rejetés,0
12,nombre d'intervenants,48
12,interventions secrétaire,1
12,interventions fonctionnaire,0
12,interventions ministre,20
12,interventions gouvernement,0
12,interventions opposition,15
12,interventions présidence,12
12,interventions PLQ,15
12,interventions QS,0
12,interventions PQ,0
12,nombre de suspensions,0
12,votes par consentement,0
12,votes par mise aux voix,0
12,amendements adoptés,0
12,amendements rejetés,0
12,nombre d'intervenants,51
